Famille,Catégorie,Type,Marque,Emplacement,Code LOCMAT,Nom,N° de Série,Qté,Prix d'achat,Valeur
SONORISATION,Cablages audio,Câble coax antenne HF,,,COAX-10M,Câble coaxial BNC/BNC 50 ohms / 10m,,10,89.25,107.1
SONORISATION,Cablages audio,Câble coax antenne HF,,Hors stock,COAX-15M,Câble coaxial BNC/BNC 50 ohms / 15m,,0,0.0,0.0
SONORISATION,Cablages audio,Câble coax antenne HF,,,COAX-20M,Câble coaxial BNC/BNC 50 ohms / 20m,,5,175.0,250.0
SONORISATION,Cablages audio,Câble coax antenne HF,,,COAX-5M,Câble coaxial BNC/BNC 50 ohms / 5m,,11,0.0,0.0
SONORISATION,Cablages audio,Câble coax antenne HF,,,COAX-STRAP,"Câble coaxial BNC/BNC 50 ohms / 0,5m",,20,9.3,15.77
SONORISATION,Micro,Micro statique,Shure,Entrepôt 2 : M,COLDECYGNE-A,Micro shure R185B col de cygne 30cm MX412 • SHURE,,2,156.0,190.0
SONORISATION,Micro,Pieds / Accessoires micro,,,COUPLEMIC,Barrette de couplage fixe/2 micros,,10,30.0,36.0
SONORISATION,Micro,DPA Micro ,DPA,,D FACTO 4018,Micro main à condensateur supercardioïde • DPA,,2,677.12,920.0
SONORISATION,Périphérique,Effet,TC Electronic,Entrepôt 2 : M,D-TWO,Delay D-TWO •TC ELECTRONIC,3117134,1,345.0,345.0
SONORISATION,Micro,Micro dynamique,Audix,Entrepôt 2 : N,D2,Micro dynamique • AUDIX,,2,153.0,189.9
SONORISATION,Micro,Micro dynamique,Audix,Entrepôt 2 : N,D4,Micro dynamique • AUDIX,,1,153.0,198.0
SONORISATION,Périphérique,Effet,Yamaha,Entrepôt 2 : M,D5000,Delay D5000 • YAMAHA,QKO1006,1,932.99,1119.58
SONORISATION,Micro,Micro dynamique,Audix,Entrepôt 2 : N,D6,Micro dynamique large membrane • AUDIX,,3,158.4,198.0
SONORISATION,Source,Multipistes numériques,,Hors stock,DA88,Magneto 8 pistes DA88,,0,260.0,260.0
SONORISATION,Micro,DPA Accessoires,DPA,,DAD6001,"DPA•MicroDot vers 3-pin XLR, clip ceinture",,6,66.4,83.0
SONORISATION,Micro,DPA Accessoires,Shure,Entrepôt 2 : N,DAD6010,DPA•Adaptateur Shure TA4F - microdot,,3,73.0,87.0
SONORISATION,Console,Accessoire console,Allen & Heath,,DANT128-AX,Carte réseau audio Dante 128x128 DLIVE • ALLEN & HEATH,MDD128W1002973,1,1506.63,1602.8
SONORISATION,Console,Accessoire console,Allen & Heath,,DANT64-AX,Carte réseau audio Dante 64x64 DLIVE • ALLEN & HEATH,,2,1279.58,1815.0
SONORISATION,Micro,Boitier de direct,,Entrepôt 2 : N,DBT PLUS,double symétriseur par transformateur 600 ohms • LA-AUDIO,,8,95.13,114.15
SONORISATION,Périphérique,Compresseurs,DBX,Entrepôt 2 : M,DBX160A,Compresseur 160A mono • DBX,,4,283.0,340.0
SONORISATION,Périphérique,Appareil de mesure,,Entrepôt 2 : N,DECIBELMETRE,Décibel mètre ,,1,0.0,0.0
SONORISATION,Micro,Boitier de direct,,Hors stock,DI AVALON,Boitier de direct U5 • AVALON,,0,0.0,0.0
SONORISATION,Micro,Boitier de direct,BSS,Entrepôt 2 : N,DI BSS,Boitier de direct AR133 • BSS,,76,90.3,129.0
SONORISATION,Micro,Boitier de direct,,,DI HACIENDA,Boitier de direct DI01 • HACIENDA LAB,,8,440.0,440.0
SONORISATION,Micro,Boitier de direct,Klark Teknik,Entrepôt 2 : N,DI KLARK,Boitier de direct DN100 • KLARK TEKNIK ,,21,100.0,120.0
SONORISATION,Micro,Boitier de direct,,Entrepôt 2 : N,DI RADIAL,Boîtier de direct J48• RADIAL,,9,135.46,192.0
SONORISATION,Micro,Boitier de direct,,Entrepôt 2 : N,DI SAMSON,Boitier de direct stéréo • SAMSON,,2,35.0,42.0
SONORISATION,Périphérique,Compresseurs,,Entrepôt 2 : M,DISTRESSOR,Processeur dynamique mono • EMPIRICAL LAB,19136,1,1169.73,1551.0
SONORISATION,Périphérique,Compresseurs,,Entrepôt 2 : M,DISTRESSOR,Processeur dynamique mono • EMPIRICAL LAB,19137,1,1169.73,1551.0
SONORISATION,Console,Console DJ,,Hors stock,DJM900 NXS,"Table 4 voies audio (in : 5xCD/line, 3xPhono, 4xDigital) • PIONEER",,0,1900.88,1900.88
SONORISATION,Console,Console DJ,,,DJM900 NXS2,"Table 4 voies audio (in : 5xCD/line, 3xPhono, 4xDigital) • PIONEER",SGMP027958EH,1,1900.88,2471.14
SONORISATION,Périphérique,Compresseurs,,Entrepôt 2 : M,DL241,Autocompresseur/gate stéréo • DRAWMER,08057,1,536.69,644.0
SONORISATION,Périphérique,Compresseurs,,Entrepôt 2 : M,DL241,Autocompresseur/gate stéréo • DRAWMER,08058,1,536.69,644.0
SONORISATION,Périphérique,Compresseurs,,Entrepôt 2 : M,DL241,Autocompresseur/gate stéréo • DRAWMER,08056,1,536.69,644.0
SONORISATION,Périphérique,Compresseurs,,Entrepôt 2 : M,DL241,Autocompresseur/gate stéréo • DRAWMER,04034,1,536.69,644.0
SONORISATION,Périphérique,Compresseurs,,Entrepôt 2 : M,DL241,Autocompresseur/gate stéréo • DRAWMER,04032,1,536.69,644.0
SONORISATION,Périphérique,Compresseurs,,Entrepôt 2 : M,DL241,Autocompresseur/gate stéréo • DRAWMER,04380,1,536.69,644.0
SONORISATION,Périphérique,Compresseurs,,Entrepôt 2 : M,DL241,Autocompresseur/gate stéréo • DRAWMER,04033,1,536.69,644.0
SONORISATION,Périphérique,Compresseurs,,Entrepôt 2 : M,DL441,Quadruple compresseur/gate • DRAWMER,04341,1,480.0,576.0
SONORISATION,Périphérique,Compresseurs,,Entrepôt 2 : M,DL441,Quadruple compresseur/gate • DRAWMER,03803,1,480.0,576.0
SONORISATION,Périphérique,Compresseurs,,Entrepôt 2 : M,DL441,Quadruple compresseur/gate • DRAWMER,03810,1,480.0,576.0
SONORISATION,Micro,Boitier de direct,,,DM1,Footswitch splitter radial DM1 • RADIAL,,20,67.72,81.26
SONORISATION,Console,Console numérique,Yamaha,,DM3,console 9 faders / 16 canaux / 6 aux • YAMAHA,,2,1417.5,1890.0
SONORISATION,Console,Accessoire console,Allen & Heath,,DM48,"Mixracks 48 entrées, 24 sorties • ALLEN & HEATH",,2,9687.41,10305.75
SONORISATION,Console,Console numérique,Yamaha,,DM7-,"Console 28 faders / 120 canaux 32 physiques / 48 bus, Dante • YAMAHA",21EGDX01122,1,24588.0,27320.0
SONORISATION,Console,Console numérique,Yamaha,,DM7-,"Console 28 faders / 120 canaux 32 physiques / 48 bus, Dante • YAMAHA",21EGDX01110,1,24588.0,27320.0
SONORISATION,Console,Console numérique,Yamaha,,DM7-,"Console 28 faders / 120 canaux 32 physiques / 48 bus, Dante • YAMAHA",21EGEP01158,1,24588.0,27320.0
SONORISATION,Périphérique,Appareil de mesure,,Hors stock,DN6000,Analyseur de spectre,,0,1025.27,1025.27
SONORISATION,Cablages audio,Câble HP,L-Acoustics,,DO.7,"Câble HP : 8 x 4mm2 CA-COM longueur 0,7m",,20,117.6,152.88
SONORISATION,Cablages audio,Câble HP,L-Acoustics,,DO10,Câble HP : 8 x 4mm2 CA-COM longueur 10m,,18,180.0,234.0
SONORISATION,Cablages audio,Câble HP,L-Acoustics,,DO10(P),Câble HP rallonge : 8 x 4mm2 CA-COM longueur 10m,,9,159.0,206.7
SONORISATION,Cablages audio,Câble HP,L-Acoustics,,DO25,Câble HP : 8 x 4mm2 CA-COM longueur 25m,,25,270.0,326.0
SONORISATION,Cablages audio,Câble HP,L-Acoustics,,DO7,Câble HP : 8 x 4mm2 CA-COM longueur 10m,,5,117.6,152.88
SONORISATION,Cablages audio,Enceinte,L-Acoustics,,DOFILL,Extension de câble HP pour enceintes actives 2 voies : CA-COM > 2 x NL-4,,4,164.5,235.0
SONORISATION,Cablages audio,Enceinte,L-Acoustics,,DOFILL-LA8,Extension de câble HP pour enceintes actives 2 voies : CA-COM > 2 x NL-4,,23,133.86,174.0
SONORISATION,Périphérique,Processeur filtrage,Dolby,Entrepôt 2 : M,DOLBYLAKE,Processeur LP4D12 • DOLBY,502527,1,4932.0,5918.4
SONORISATION,Cablages audio,Éclaté XLR,L-Acoustics,,DOM-F,éclaté 6 paires XLR femelles pour DOM30,,9,123.0,144.0
SONORISATION,Cablages audio,Éclaté XLR,L-Acoustics,,DOM-M,éclaté 6 paires XLR mâle pour DOM30,,9,123.0,144.0
SONORISATION,Cablages audio,Bouchon,L-Acoustics,,DOM-P2,Bouchon mâle/mâle pour DOM30 / DOM-MF,,10,96.0,115.0
SONORISATION,Cablages audio,Câble AMP,L-Acoustics,,DOM30,Câble 6 paires AMP LINK longueur 30m,,5,240.0,288.0
SONORISATION,Cablages audio,Enceinte,L-Acoustics,,DOSUB,Extension de câble HP pour enceintes passives : CA-COM > 4 x NL-2 longue,,10,151.0,196.0
SONORISATION,Cablages audio,Enceinte,L-Acoustics,,DOSUB-LA8,Extension de câble HP pour enceintes passives : CA-COM > 4 x NL-2 longue,,20,151.0,196.0
SONORISATION,Micro,Micro statique,,,DPA 2012,Compact Cardioid Microphone,,1,493.0,493.0
SONORISATION,Micro,DPA Micro ,DPA,,DPA 2028,Micro Statique Supercardioide DPA,,0,0.0,0.0
SONORISATION,Micro,Micro statique,DPA,,DPA 4018-EMB120,DPA • 4018 sur embase de sol tige 120cm,,1,1442.0,1442.0
SONORISATION,Micro,DPA Micro ,DPA,,DPA 4055,Micro open cardioïde à condensateur pour grosse caisse • DPA,,1,468.0,468.0
SONORISATION,Micro,DPA Micro ,DPA,,DPA 4088,Micro casque DPA d:fine 4088 chair,M013448,1,445.44,534.52
SONORISATION,Micro,DPA Micro ,DPA,,DPA 4088,Micro casque DPA d:fine 4088 chair,M013447,1,445.44,534.52
SONORISATION,Micro,DPA Micro ,DPA,,DPA 4088,Micro casque DPA d:fine 4088 chair,M013460,1,445.44,534.52
SONORISATION,Micro,DPA Micro ,DPA,,DPA 4088,Micro casque DPA d:fine 4088 chair,M013452,1,445.44,534.52
SONORISATION,Micro,DPA Micro ,DPA,,DPA 4088,Micro casque DPA d:fine 4088 chair,M013445,1,445.44,534.52
SONORISATION,Micro,DPA Micro ,DPA,,DPA 4088,Micro casque DPA d:fine 4088 chair,M013786,1,445.44,534.52
SONORISATION,Micro,DPA Micro ,DPA,,DPA 4488,Micro casque DPA d:fine 4488 chair Cardio,,0,0.0,0.0
SONORISATION,Micro,DPA Micro ,DPA,,DPA2012,Micro compact cardioïde•DPA,2829387,1,493.12,670.0
SONORISATION,Micro,DPA Micro ,,Entrepôt 2 : N,DPA4060 NOIR,Micro miniature omni 4060 noir Hi-sens,H57256,1,302.27,362.0
SONORISATION,Micro,DPA Micro ,,Entrepôt 2 : N,DPA4060 NOIR,Micro miniature omni 4060 noir Hi-sens,H70135,1,302.27,362.0
SONORISATION,Micro,DPA Micro ,,Entrepôt 2 : N,DPA4061 CHAIR,Micro miniature omni 4061 chair Lo-sens,,8,302.27,362.0
SONORISATION,Micro,DPA Micro ,,Entrepôt 2 : N,DPA4061 NOIR,Micro miniature omni 4061 noir Lo-sens,,2,302.0,362.0
SONORISATION,Micro,DPA Micro ,,Entrepôt 2 : N,DPA4066,Micro casque DPA4066 chair,P72321,1,417.53,703.2
SONORISATION,Micro,DPA Micro ,,Entrepôt 2 : N,DPA4066,Micro casque DPA4066 chair,P72671,1,417.53,703.2
SONORISATION,Micro,DPA Micro ,,Entrepôt 2 : N,DPA4066,Micro casque DPA4066 chair,P72325,1,417.53,703.2
SONORISATION,Micro,DPA Micro ,,Entrepôt 2 : N,DPA4066,Micro casque DPA4066 chair,P72322,1,417.53,703.2
SONORISATION,Micro,DPA Micro ,,Entrepôt 2 : N,DPA4066,Micro casque DPA4066 chair,P71998,1,417.53,703.2
SONORISATION,Micro,DPA Micro ,,Entrepôt 2 : N,DPA4066,Micro casque DPA4066 chair,P50055,1,417.53,703.2
SONORISATION,Micro,DPA Micro ,,Entrepôt 2 : N,DPA4066,Micro casque DPA4066 chair,,5,417.53,703.2
SONORISATION,Micro,DPA Micro ,DPA,Entrepôt 2 : N,DPA4099,Micro instrument DPA 4099 d:vote,,14,319.0,382.8
SONORISATION,Micro,DPA Micro ,DPA,,DPA4099 XTREM,Micro instrument DPA 4099 d:vote XTREM SPL,,9,318.72,318.72
SONORISATION,Micro,DPA Micro ,,Entrepôt 2 : N,DPA4466,Micro casque DPA4466 Omnidirectionnel Core  Beige MicroLock,,2,489.44,705.0
SONORISATION,Périphérique,Compresseurs,BSS,Entrepôt 2 : M,DPR402,Compresseur/limiteur/dé-esser stéréo • BSS,022609,1,912.9,1095.48
SONORISATION,Périphérique,Compresseurs,BSS,Entrepôt 2 : M,DPR402,Compresseur/limiteur/dé-esser stéréo • BSS,??,1,912.9,1095.48
SONORISATION,Périphérique,Compresseurs,BSS,Entrepôt 2 : M,DPR404,Quadruple compresseur• BSS,,3,1130.0,1356.0
SONORISATION,Périphérique,Compresseurs,BSS,Hors stock,DPR901,Egaliseur paramétrique dynamique • BSS,,0,300.0,300.0
SONORISATION,Périphérique,Gates,,Entrepôt 2 : M,DS201,Double Noise Gate • DRAWMER,2159,1,468.26,561.6
SONORISATION,Périphérique,Gates,,Entrepôt 2 : M,DS201,Double Noise Gate • DRAWMER,2158,1,468.26,561.6
SONORISATION,Périphérique,Gates,,Entrepôt 2 : M,DS201,Double Noise Gate • DRAWMER,25424,1,468.26,561.6
SONORISATION,Périphérique,Gates,,Entrepôt 2 : M,DS201,Double Noise Gate • DRAWMER,25426,1,468.26,561.6
SONORISATION,Périphérique,Gates,,Entrepôt 2 : M,DS404,Quadruple Noisegate • DRAWMER,05554,1,480.0,576.0
SONORISATION,Périphérique,Gates,,Entrepôt 2 : M,DS404,Quadruple Noisegate • DRAWMER,06178,1,480.0,576.0
SONORISATION,Ear Monitor,Accessoires,Sony,Hors stock,DT100,SONY • Casque fermé ,,0,0.0,0.0
SONORISATION,Ear Monitor,Accessoires,Sony,Hors stock,DT250,SONY • Casque fermé 80 Ohms,,0,109.92,109.92
SONORISATION,Enceinte,Accessoire,L-Acoustics,Hors stock,DVBUMP,Bumper DV DOSC • L'ACOUSTICS,1003,1,756.0,756.0
SONORISATION,Enceinte,Accessoire,L-Acoustics,Hors stock,DVBUMP,Bumper DV DOSC • L'ACOUSTICS,1004,1,756.0,756.0
SONORISATION,Enceinte,Accessoire,L-Acoustics,Hors stock,DVBUMP,Bumper DV DOSC • L'ACOUSTICS,1005,1,756.0,756.0
SONORISATION,Enceinte,Accessoire,L-Acoustics,Hors stock,DVBUMP,Bumper DV DOSC • L'ACOUSTICS,1006,1,756.0,756.0
SONORISATION,Enceinte,Accessoire,L-Acoustics,Hors stock,DVBUMP,Bumper DV DOSC • L'ACOUSTICS,1001,1,756.0,756.0
SONORISATION,Enceinte,Accessoire,L-Acoustics,Hors stock,DVBUMP,Bumper DV DOSC • L'ACOUSTICS,1002,1,756.0,756.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,9198,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,9200,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4894,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4889,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,8099,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,9201,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,5153,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4905,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,8136,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,8097,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4898,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4896,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4899,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,9197,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4892,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4893,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4902,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4906,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4903,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,9199,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4885,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4887,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4890,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4900,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4886,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,8105,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4904,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4901,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,8096,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4891,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,8140,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4888,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4895,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4884,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,4897,1,2220.0,2886.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Entrepôt 2 : M,DVDOSC,Enceinte WST active 2 voies • L'ACOUSTICS,9196,1,2220.0,2886.0
SONORISATION,Enceinte,Accessoire,L-Acoustics,Hors stock,DVDOWN,Bumper DV-DOSC sous V-DOSC • L'ACOUSTICS,,0,0.0,0.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Hors stock,DVSUB,"Renfort de graves 3 X 15"" • L'ACOUSTICS",2093,1,0.0,1860.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Hors stock,DVSUB,"Renfort de graves 3 X 15"" • L'ACOUSTICS",2070,1,0.0,1860.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Hors stock,DVSUB,"Renfort de graves 3 X 15"" • L'ACOUSTICS",2094,1,0.0,1860.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Hors stock,DVSUB,"Renfort de graves 3 X 15"" • L'ACOUSTICS",2095,1,0.0,1860.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Hors stock,DVSUB,"Renfort de graves 3 X 15"" • L'ACOUSTICS",2091,1,0.0,1860.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Hors stock,DVSUB,"Renfort de graves 3 X 15"" • L'ACOUSTICS",2090,1,0.0,1860.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Hors stock,DVSUB,"Renfort de graves 3 X 15"" • L'ACOUSTICS",2089,1,0.0,1860.0
SONORISATION,Enceinte,Enceinte,L-Acoustics,Hors stock,DVSUB,"Renfort de graves 3 X 15"" • L'ACOUSTICS",2092,1,0.0,1860.0
SONORISATION,Console,Accessoire console,Allen & Heath,,DX012,Boitier extensions de 12 sorties analog - AES • ALLEN & HEATH,,2,1207.67,1713.0
SONORISATION,Console,Accessoire console,Allen & Heath,,DX168,Boitier de scène numérique d'entrées/sorties-96 kHz•ALLEN & HEATH,,5,1207.67,1713.0
SONORISATION,Périphérique,Carte,Auvitran,Entrepôt 2 : M,DX80,Auvitran•carte 4 sorties stéréo AES/EBU,,2,277.0,370.0
SONORISATION,Enceinte,Enceintes Amplifiées,,Hors stock,DXR-,"Enceinte bi-amplifiée 8"" 1100 W•YAMAHA03",,0,308.81,411.75
SONORISATION,Enceinte,Enceintes Amplifiées,Yamaha,Hors stock,DXR10-,"Enceinte bi-amplifiée 10"" 1100 W•YAMAHA",,0,0.0,400.0
SONORISATION,Enceinte,Enceintes Amplifiées,Yamaha,Entrepôt 1 : F,DXR12-,"Enceinte bi-amplifiée 12"" 1100 W•YAMAHA",EETNO1323,1,365.06,486.75
SONORISATION,Enceinte,Enceintes Amplifiées,Yamaha,Entrepôt 1 : F,DXR12-,"Enceinte bi-amplifiée 12"" 1100 W•YAMAHA",EETNO1325,1,365.06,486.75
SONORISATION,Enceinte,Enceintes Amplifiées,Yamaha,Entrepôt 1 : F,DXR12-,"Enceinte bi-amplifiée 12"" 1100 W•YAMAHA",,8,365.06,486.75
SONORISATION,Enceinte,Enceintes Amplifiées,,Entrepôt 1 : F,DXR12HOUSSE-,Housse de protection pour enceinte DXR12,,10,35.0,35.0
SONORISATION,Enceinte,Enceintes Amplifiées,Yamaha,Entrepôt 1 : F,DXR15-,"Enceinte bi-amplifiée 15"" 1100 W•YAMAHA",EETO01021,1,421.31,561.75
SONORISATION,Enceinte,Enceintes Amplifiées,Yamaha,Entrepôt 1 : F,DXR15-,"Enceinte bi-amplifiée 15"" 1100 W•YAMAHA",EETO01026,1,421.31,561.75
SONORISATION,Enceinte,Enceintes Amplifiées,Yamaha,Entrepôt 1 : F,DXR15-,"Enceinte bi-amplifiée 15"" 1100 W•YAMAHA",,6,421.31,561.75
SONORISATION,Enceinte,Enceintes Amplifiées,,Entrepôt 1 : F,DXR15HOUSSE-,Housse de protection pour enceinte DXR15,,8,35.0,35.0
SONORISATION,Enceinte,Enceintes Amplifiées,Yamaha,Entrepôt 1 : F,DXR8-,"Enceinte bi-amplifiée 8"" 1100 W•YAMAHA",EETMO1119,1,308.81,411.75
SONORISATION,Enceinte,Enceintes Amplifiées,Yamaha,Entrepôt 1 : F,DXR8-,"Enceinte bi-amplifiée 8"" 1100 W•YAMAHA",EETMO1120,1,308.81,411.75
SONORISATION,Enceinte,Enceintes Amplifiées,Yamaha,Entrepôt 1 : F,DXR8-,"Enceinte bi-amplifiée 8"" 1100 W•YAMAHA",EETMO1125,1,308.81,411.75
SONORISATION,Enceinte,Enceintes Amplifiées,Yamaha,Entrepôt 1 : F,DXR8-,"Enceinte bi-amplifiée 8"" 1100 W•YAMAHA",EETMO1128,1,308.81,411.75
SONORISATION,Enceinte,Enceintes Amplifiées,,Entrepôt 1 : F,DXR8HOUSSE-,Housse de protection pour enceinte DXR8,,4,35.0,35.0
SONORISATION,Enceinte,Enceintes Amplifiées,Yamaha,Entrepôt 1 : F,DXS15 SUB,"Caisson de basse amplifié 15"" YAMAHA",WV09460,1,557.17,668.52
SONORISATION,Enceinte,Enceintes Amplifiées,Yamaha,Entrepôt 1 : F,DXS15 SUB,"Caisson de basse amplifié 15"" YAMAHA",EEUO01114,1,557.17,668.52
SONORISATION,Enceinte,Enceintes Amplifiées,Yamaha,Entrepôt 1 : F,DXS15 SUB,"Caisson de basse amplifié 15"" YAMAHA",DXS15 SUB_1_4,1,557.17,668.52
SONORISATION,Enceinte,Enceintes Amplifiées,Yamaha,Entrepôt 1 : F,DXS15 SUB,"Caisson de basse amplifié 15"" YAMAHA",EEWN01262,1,557.17,668.52
SONORISATION,Cablages audio,Multipaires ,Klotz,,E16 JACKS,Fouet Klotz 16 jacks,,0,0.0,0.0
SONORISATION,Cablages audio,Multipaires ,,Entrepôt 1 : G,E16M,Fouet RMP 16 paires mâles,,4,453.0,589.0
SONORISATION,Cablages audio,Multipaires ,Harting,Entrepôt 1 : G,E20F,Fouet Harting 20 paires femelle,,19,237.46,308.7
SONORISATION,Cablages audio,Multipaires ,Harting,Entrepôt 1 : G,E20M,Fouet Harting 20 paires mâles,,44,230.4,299.52
SONORISATION,Micro,Micro dynamique,Sennheiser,Entrepôt 2 : N,E604,Micro dynamique • SENNHEISER,,3,89.11,129.0
SONORISATION,Micro,Micro dynamique,Sennheiser,Hors stock,E609,Micro Dynamique pour Guitare • SENNHEISER,,0,97.0,97.0
SONORISATION,Cablages audio,Multipaires ,,,E8F,Fouet RMP 8 paires Femelles,,0,0.0,0.0
SONORISATION,Cablages audio,Multipaires ,,,E8M,Fouet RMP 8 paires Male,,0,0.0,0.0
SONORISATION,Micro,Micro dynamique,Sennheiser,Entrepôt 2 : N,E904,Micro dynamique • SENNHEISER,,22,103.0,123.0
